CL:0000287	eye photoreceptor cell	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
CL:0000295	somatotropin secreting cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000313	serous secreting cell		
CL:0000319	mucus secreting cell		
CL:0000327	extracellular matrix secreting cell		
CL:0000333	migratory neural crest cell		
CL:0000335	mesenchyme condensation cell		
CL:0000347	scleral cell	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
CL:0000351	trophoblast cell	GO:0032502	developmental process
CL:0000352	epiblast cell		
CL:0000353	blastoderm cell		
CL:0000354	blastemal cell		
CL:0000365	zygote		
CL:0000387	hemocyte (sensu Nematoda and Protostomia)		
CL:0000438	luteinizing hormone secreting cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000439	prolactin secreting cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000440	melanocyte stimulating hormone secreting cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000446	chief cell of parathyroid gland	GO:0050886|GO:0035898	endocrine process|parathyroid hormone secretion
CL:0000448	white fat cell		
CL:0000449	brown fat cell		
CL:0000453	Langerhans cell	GO:0002376	immune system process
CL:0000457	biogenic amine secreting cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000467	adrenocorticotropic hormone secreting cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000501	granulosa cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000503	theca cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000525	syncytiotrophoblast cell	GO:0032502	developmental process
CL:0000526	afferent neuron	GO:0050877	neurological system process
CL:0000527	efferent neuron	GO:0050877	neurological system process
CL:0000530	primary neuron	GO:0050877	neurological system process
CL:0000540	neuron	GO:0050877	neurological system process
CL:0000542	lymphocyte	GO:0002376	immune system process
CL:0000555	neuronal brush cell	GO:0050877	neurological system process
CL:0000561	amacrine cell	GO:0050877	neurological system process
CL:0000566	angioblastic mesenchymal cell		
CL:0000570	parafollicular cell	GO:0036161|GO:0060986|GO:0050886	calcitonin secretion|endocrine hormone secretion|endocrine process
CL:0000573	retinal cone cell	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
CL:0000586	germ cell		
CL:0000598	pyramidal cell	GO:0050877	neurological system process
CL:0000604	retinal rod cell	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
CL:0000626	olfactory granule cell	GO:0007608	sensory perception of smell
CL:0000636	Mueller cell	GO:0050877	neurological system process
CL:0000642	folliculostellate cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000648	kidney granular cell	GO:0007588|GO:0003093	excretion|regulation of glomerular filtration
CL:0000653	glomerular visceral epithelial cell	GO:0007588	excretion
CL:0000680	muscle precursor cell		
CL:0000696	PP cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0000712	stratum granulosum cell	GO:0008150	biological_process
CL:0000737	striated muscle cell		
CL:0000738	leukocyte	GO:0002376	immune system process
CL:0000740	retinal ganglion cell	GO:0050877	neurological system process
CL:0000745	horizontal cell	GO:0050877	neurological system process
CL:0000746	cardiac muscle cell	GO:0008015	blood circulation
CL:0000748	retinal bipolar neuron	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
CL:0000788	naive B cell	GO:0002376	immune system process
CL:0000827	pro-T cell		
CL:0000848	microvillous olfactory receptor neuron	GO:0050877	neurological system process
CL:0000853	olfactory epithelial support cell		
CL:0000988	hematopoietic cell		
CL:0001031	cerebellar granule cell	GO:0050877	neurological system process
CL:0001033	hippocampal granule cell	GO:0050877	neurological system process
CL:0001039	terminally differentiated osteoblast		
CL:0002062	type I pneumocyte	GO:0003016|GO:0007585	null|respiratory gaseous exchange
CL:0002063	type II pneumocyte	GO:0003016|GO:0007585	null|respiratory gaseous exchange
CL:0002067	type A enterocrine cell	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0002068	Purkinje myocyte	GO:0008015	blood circulation
CL:0002073	transitional myocyte	GO:0008015	blood circulation
CL:0002074	myocardial endocrine cell	GO:0060986|GO:0008015|GO:0050886	endocrine hormone secretion|blood circulation|endocrine process
CL:0002082	type II cell of adrenal medulla	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0002083	type I cell of adrenal medulla	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:0002095	hilus cell of ovary	GO:0060986|GO:0000003|GO:0050886	endocrine hormone secretion|reproduction|endocrine process
CL:0002136	type II cell of adrenal cortex	GO:0060986|GO:0050886|GO:0006705|GO:0006704	endocrine hormone secretion|endocrine process|mineralocorticoid biosynthetic process|glucocorticoid biosynthetic process
CL:0002137	type III cell of adrenal cortex	GO:0060986|GO:0050886|GO:0006705|GO:0006704	endocrine hormone secretion|endocrine process|mineralocorticoid biosynthetic process|glucocorticoid biosynthetic process
CL:0002138	endothelial cell of lymphatic vessel	GO:0003013|GO:0002376	circulatory system process|immune system process
CL:0002145	ciliated columnar cell of tracheobronchial tree	GO:0003016|GO:0007585	null|respiratory gaseous exchange
CL:0002153	corneocyte	GO:0008150	biological_process
CL:0002166	epithelial cell of Malassez	GO:0022600|GO:0007586	digestive system process|digestion
CL:0002169	basal cell of olfactory epithelium	GO:0003016|GO:0050906|GO:0007608|GO:0007585|GO:0070254	null|detection of stimulus involved in sensory perception|sensory perception of smell|respiratory gaseous exchange|mucus secretion
CL:0002187	basal cell of epidermis	GO:0008150	biological_process
CL:0002199	oxyphil cell of parathyroid gland	GO:0050886|GO:0035898	endocrine process|parathyroid hormone secretion
CL:0002209	intermediate epitheliocyte	GO:0003016|GO:0007585	null|respiratory gaseous exchange
CL:0002248	pluripotent stem cell		
CL:0002258	thyroid follicular cell	GO:0036161|GO:0060986|GO:0050886	calcitonin secretion|endocrine hormone secretion|endocrine process
CL:0002260	epithelial cell of parathyroid gland	GO:0050886|GO:0035898	endocrine process|parathyroid hormone secretion
CL:0002294	type-1 epithelial cell of thymus	GO:0060986|GO:0050886|GO:0002376	endocrine hormone secretion|endocrine process|immune system process
CL:0002312	somatotroph	GO:0050877|GO:0060986|GO:0050886	neurological system process|endocrine hormone secretion|endocrine process
CL:0002316	supporting cell of vestibular epithelium	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
CL:0002319	neural cell	GO:0050877	neurological system process
CL:0002320	connective tissue cell		
CL:0002367	trabecular meshwork cell	GO:0050906|GO:0009584|GO:0003013|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|circulatory system process|visual perception
CL:0002494	cardiocyte	GO:0008015	blood circulation
CL:0002499	spongiotrophoblast cell	GO:0032502	developmental process
CL:0002573	Schwann cell	GO:0050877	neurological system process
CL:0002665	otic fibrocyte	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
CL:0005000	spinal cord interneuron	GO:0050877	neurological system process
CL:0005009	renal principal cell	GO:0007588	excretion
CL:0007001	skeletogenic cell		
CL:0007010	preosteoblast	GO:0008150	biological_process
CL:0008002	skeletal muscle fiber	GO:0006936	muscle contraction
CL:0008003	somatic muscle myotube		
CL:0008005	obliquely striated somatic muscle cell		
CL:0011003	magnocellular neurosecretory cell	GO:0050877|GO:0060986|GO:0046883	neurological system process|endocrine hormone secretion|regulation of hormone secretion
CL:1000274	trophectodermal cell		
CL:1000303	fibroblast of areolar connective tissue	GO:0070254	mucus secretion
CL:1000306	fibroblast of tunica adventitia of artery	GO:0003013	circulatory system process
CL:1000379	type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
CL:1000380	type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
CL:1000383	type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
CL:1000384	type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth	GO:0050910	detection of mechanical stimulus involved in sensory perception of sound
CL:1000409	myocyte of sinoatrial node	GO:0006936|GO:0002027|GO:0008015	muscle contraction|regulation of heart rate|blood circulation
CL:1000410	myocyte of atrioventricular node	GO:0006936|GO:0008015	muscle contraction|blood circulation
CL:1000419	myoepithelial cell of lactiferous duct	GO:0046903|GO:0000003	secretion|reproduction
CL:1000426	chromaffin cell of adrenal gland	GO:0060986|GO:0050886	endocrine hormone secretion|endocrine process
CL:1000427	adrenal cortex chromaffin cell	GO:0060986|GO:0050886|GO:0006705|GO:0006704	endocrine hormone secretion|endocrine process|mineralocorticoid biosynthetic process|glucocorticoid biosynthetic process
CL:1000487	smooth muscle cell of prostate	GO:0046903	secretion
CL:1001505	parvocellular neurosecretory cell	GO:0050877|GO:0060986|GO:0050886|GO:0046883	neurological system process|endocrine hormone secretion|endocrine process|regulation of hormone secretion
ENVO:00000446	terrestrial biome		
ENVO:00000447	marine biome		
ENVO:00000568	aerial habitat		
ENVO:00000572	subterrestrial habitat		
ENVO:00002030	aquatic biome		
FBbt:00000123	null		
GO:0000003	reproduction		
GO:0001503	ossification		
GO:0001525	angiogenesis		
GO:0001659	temperature homeostasis		
GO:0001696	gastric acid secretion		
GO:0001701	null		
GO:0001750	photoreceptor outer segment		
GO:0001820	serotonin secretion		
GO:0001841	neural tube formation		
GO:0001917	photoreceptor inner segment		
GO:0001957	intramembranous ossification		
GO:0001958	endochondral ossification		
GO:0001992	regulation of systemic arterial blood pressure by vasopressin		
GO:0002027	regulation of heart rate		
GO:0002063	chondrocyte development		
GO:0002117	amphibian larval development		
GO:0002119	nematode larval development		
GO:0002164	larval development		
GO:0002168	instar larval development		
GO:0002317	plasma cell differentiation		
GO:0002319	memory B cell differentiation		
GO:0002376	immune system process		
GO:0002384	hepatic immune response		
GO:0003012	muscle system process		
GO:0003013	circulatory system process		
GO:0003016	null		
GO:0003017	lymph circulation		
GO:0003019	central nervous system control of baroreceptor feedback		
GO:0003073	regulation of systemic arterial blood pressure		
GO:0003093	regulation of glomerular filtration		
GO:0003094	glomerular filtration		
GO:0003415	chondrocyte hypertrophy		
GO:0005578	proteinaceous extracellular matrix		
GO:0005581	collagen		
GO:0005584	collagen type I		
GO:0005585	collagen type II		
GO:0005586	collagen type III		
GO:0005587	collagen type IV		
GO:0005604	basement membrane		
GO:0005605	basal lamina		
GO:0005623	cell		
GO:0005902	microvillus		
GO:0005911	cell-cell junction		
GO:0005923	tight junction		
GO:0006024	glycosaminoglycan biosynthetic process		
GO:0006590	thyroid hormone generation		
GO:0006694	steroid biosynthetic process		
GO:0006704	glucocorticoid biosynthetic process		
GO:0006705	mineralocorticoid biosynthetic process		
GO:0006885	regulation of pH		
GO:0006887	exocytosis		
GO:0006936	muscle contraction		
GO:0006954	inflammatory response		
GO:0007126	meiotic nuclear division		
GO:0007276	gamete generation		
GO:0007283	spermatogenesis		
GO:0007369	gastrulation		
GO:0007565	female pregnancy		
GO:0007585	respiratory gaseous exchange		
GO:0007586	digestion		
GO:0007588	excretion		
GO:0007589	body fluid secretion		
GO:0007596	blood coagulation		
GO:0007601	visual perception		
GO:0007605	sensory perception of sound		
GO:0007606	sensory perception of chemical stimulus		
GO:0007608	sensory perception of smell		
GO:0007613	memory		
GO:0007620	copulation		
GO:0007625	grooming behavior		
GO:0007626	locomotory behavior		
GO:0007631	feeding behavior		
GO:0008003	lamina densa		
GO:0008004	lamina reticularis		
GO:0008015	blood circulation		
GO:0008150	biological_process		
GO:0008217	regulation of blood pressure		
GO:0008283	cell proliferation		
GO:0008355	olfactory learning		
GO:0008527	taste receptor activity		
GO:0009584	detection of visible light		
GO:0009590	detection of gravity		
GO:0009790	embryo development		
GO:0009791	post-embryonic development		
GO:0010464	regulation of mesenchymal cell proliferation		
GO:0016048	detection of temperature stimulus		
GO:0016265	death		
GO:0016477	cell migration		
GO:0017145	stem cell division		
GO:0019230	proprioception		
GO:0019233	sensory perception of pain		
GO:0021506	anterior neuropore closure		
GO:0022008	neurogenesis		
GO:0022600	digestive system process		
GO:0030073	insulin secretion		
GO:0030097	hemopoiesis		
GO:0030103	vasopressin secretion		
GO:0030183	B cell differentiation		
GO:0030217	T cell differentiation		
GO:0030282	bone mineralization		
GO:0030421	defecation		
GO:0030424	axon		
GO:0030432	peristalsis		
GO:0031012	extracellular matrix		
GO:0031099	regeneration		
GO:0031424	keratinization		
GO:0032502	developmental process		
GO:0032941	secretion by tissue		
GO:0035209	pupal development		
GO:0035636	multi-organism signaling		
GO:0035898	parathyroid hormone secretion		
GO:0036072	direct ossification		
GO:0036073	perichondral ossification		
GO:0036147	rumination		
GO:0036161	calcitonin secretion		
GO:0040007	growth		
GO:0040011	locomotion		
GO:0040016	embryonic cleavage		
GO:0042048	olfactory behavior		
GO:0042060	wound healing		
GO:0042100	B cell proliferation		
GO:0042701	progesterone secretion		
GO:0042713	sperm ejaculation		
GO:0043005	neuron projection		
GO:0043025	neuronal cell body		
GO:0043084	penile erection		
GO:0043209	myelin sheath		
GO:0043576	regulation of respiratory gaseous exchange		
GO:0043616	keratinocyte proliferation		
GO:0043695	detection of pheromone		
GO:0044058	regulation of digestive system process		
GO:0045058	T cell selection		
GO:0045095	keratin filament		
GO:0045188	regulation of circadian sleep/wake cycle, non-REM sleep		
GO:0045443	juvenile hormone secretion		
GO:0046649	lymphocyte activation		
GO:0046692	sperm competition		
GO:0046883	regulation of hormone secretion		
GO:0046903	secretion		
GO:0048243	norepinephrine secretion		
GO:0048477	oogenesis		
GO:0048513	organ development		
GO:0048754	branching morphogenesis of an epithelial tube		
GO:0048770	pigment granule		
GO:0050877	neurological system process		
GO:0050886	endocrine process		
GO:0050906	detection of stimulus involved in sensory perception		
GO:0050910	detection of mechanical stimulus involved in sensory perception of sound		
GO:0050911	detection of chemical stimulus involved in sensory perception of smell		
GO:0050912	detection of chemical stimulus involved in sensory perception of taste		
GO:0050954	sensory perception of mechanical stimulus		
GO:0050957	equilibrioception		
GO:0050959	echolocation		
GO:0050964	detection of electrical stimulus involved in electroception		
GO:0050973	detection of mechanical stimulus involved in equilibrioception		
GO:0055074	calcium ion homeostasis		
GO:0055078	sodium ion homeostasis		
GO:0055127	vibrational conductance of sound to the inner ear		
GO:0060005	vestibular reflex		
GO:0060007	linear vestibuloocular reflex		
GO:0060048	cardiac muscle contraction		
GO:0060073	micturition		
GO:0060082	eye blink reflex		
GO:0060209	estrus		
GO:0060259	regulation of feeding behavior		
GO:0060361	flight		
GO:0060986	endocrine hormone secretion		
GO:0061007	null		
GO:0061037	negative regulation of cartilage development		
GO:0070091	glucagon secretion		
GO:0070253	somatostatin secretion		
GO:0070254	mucus secretion		
GO:0070278	extracellular matrix constituent secretion		
GO:0070293	renal absorption		
GO:0070295	renal water absorption		
GO:0070451	cell hair		
GO:0071625	vocalization behavior		
GO:0071626	mastication		
GO:0071953	elastic fiber		
GO:2000070	regulation of response to water deprivation		
NBO:0000073	chewing		
NBO:0000339	null		
NBO:0000445	tail movement		
NBO:0000451	personal grooming		
NCBITaxon:10088	Mus <mouse, genus>		
NCBITaxon:10090	Mus musculus		
NCBITaxon:10114	Rattus		
NCBITaxon:10219	Hemichordata		
NCBITaxon:110815	Xenoturbella		
NCBITaxon:117569	Hyperoartia		
NCBITaxon:117570	Teleostomi		
NCBITaxon:117893	Batoidea		
NCBITaxon:147099	Acoelomorpha		
NCBITaxon:30458	Strigiformes		
NCBITaxon:31033	Takifugu rubripes		
NCBITaxon:314146	Euarchontoglires		
NCBITaxon:32443	Teleostei		
NCBITaxon:32519	Ostariophysi		
NCBITaxon:32523	Tetrapoda		
NCBITaxon:32524	Amniota		
NCBITaxon:32525	Theria <Mammalia>		
NCBITaxon:32561	Sauria		
NCBITaxon:33208	Metazoa		
NCBITaxon:33213	Bilateria		
NCBITaxon:33317	Protostomia		
NCBITaxon:33392	Endopterygota		
NCBITaxon:33554	Carnivora		
NCBITaxon:337687	Muroidea		
NCBITaxon:37512	Ceriantharia		
NCBITaxon:37572	Papilionoidea		
NCBITaxon:40151	Monodon monoceros		
NCBITaxon:40674	Mammalia		
NCBITaxon:41324	Siboglinidae		
NCBITaxon:436491	Theropoda		
NCBITaxon:50557	Insecta		
NCBITaxon:51337	Jaculus jaculus		
NCBITaxon:6040	Porifera		
NCBITaxon:6072	Eumetazoa		
NCBITaxon:6073	Cnidaria		
NCBITaxon:6101	Anthozoa		
NCBITaxon:6157	Platyhelminthes		
NCBITaxon:6199	Cestoda		
NCBITaxon:6217	Nemertea		
NCBITaxon:6231	Nematoda		
NCBITaxon:6340	Annelida		
NCBITaxon:6425	Riftia		
NCBITaxon:6447	Mollusca		
NCBITaxon:6448	Gastropoda		
NCBITaxon:6656	Arthropoda		
NCBITaxon:6657	Crustacea		
NCBITaxon:6830	Copepoda		
NCBITaxon:6854	Arachnida		
NCBITaxon:7088	Lepidoptera		
NCBITaxon:7586	Echinodermata		
NCBITaxon:7625	Echinoidea		
NCBITaxon:7711	Chordata		
NCBITaxon:7712	Tunicata		
NCBITaxon:7713	Ascidiacea		
NCBITaxon:7735	Cephalochordata		
NCBITaxon:7737	Branchiostoma		
NCBITaxon:7742	Vertebrata <Metazoa>		
NCBITaxon:7745	Petromyzontiformes		
NCBITaxon:7746	Petromyzontidae		
NCBITaxon:7762	Myxinidae		
NCBITaxon:7769	Myxine glutinosa		
NCBITaxon:7776	Gnathostomata <vertebrate>		
NCBITaxon:7777	Chondrichthyes		
NCBITaxon:7778	Elasmobranchii		
NCBITaxon:7863	Holocephali		
NCBITaxon:7864	Chimaeriformes		
NCBITaxon:7878	Dipnoi		
NCBITaxon:7898	Actinopterygii		
NCBITaxon:7954	Danio		
NCBITaxon:7955	Danio rerio		
NCBITaxon:8075	Atheriniformes		
NCBITaxon:8287	Sarcopterygii		
NCBITaxon:8292	Amphibia		
NCBITaxon:8293	Caudata		
NCBITaxon:8342	Anura		
NCBITaxon:8457	Sauropsida		
NCBITaxon:8459	Testudines		
NCBITaxon:8492	Archosauria		
NCBITaxon:8493	Crocodylidae		
NCBITaxon:8504	Lepidosauria		
NCBITaxon:8507	Sphenodon		
NCBITaxon:8508	Sphenodon punctatus		
NCBITaxon:8509	Squamata		
NCBITaxon:8570	Serpentes		
NCBITaxon:8578	Colubridae		
NCBITaxon:8782	Aves		
NCBITaxon:8827	Anhimidae		
NCBITaxon:89593	Craniata <chordata>		
NCBITaxon:9030	Gallus		
NCBITaxon:9031	Gallus gallus		
NCBITaxon:91561	Cetartiodactyla		
NCBITaxon:9254	Prototheria		
NCBITaxon:9255	Monotremata		
NCBITaxon:9257	Ornithorhynchus		
NCBITaxon:9259	Tachyglossidae		
NCBITaxon:9263	Metatheria		
NCBITaxon:9321	Macropus rufus		
NCBITaxon:9347	Eutheria		
NCBITaxon:9359	Dasypodidae		
NCBITaxon:9373	Talpidae		
NCBITaxon:9443	Primates		
NCBITaxon:9606	Homo sapiens		
NCBITaxon:9611	Canis		
NCBITaxon:9709	Phocidae		
NCBITaxon:9721	Cetacea		
NCBITaxon:9753	Physeter		
NCBITaxon:9761	Mysticeti		
NCBITaxon:9765	Balaenopteridae		
NCBITaxon:9779	Proboscidea <mammal>		
NCBITaxon:9788	Equidae		
NCBITaxon:9816	Orycteropodidae		
NCBITaxon:9822	Sus		
NCBITaxon:9836	Camelus		
NCBITaxon:9845	Ruminantia		
NCBITaxon:9850	Cervidae		
NCBITaxon:9892	Giraffidae		
NCBITaxon:9989	Rodentia		
PATO:0000404	coiled		
PATO:0000415	uncoiled		
PATO:0000588	vestigial		
PATO:0000608	closed		
PATO:0000610	open		
PATO:0001154	elongated		
PATO:0001185	larval		
PATO:0001187	pupal		
PATO:0001190	juvenile		
PATO:0001201	Y-shaped		
PATO:0001422	dead		
PATO:0001598	protruding		
PATO:0001690	contractile		
PATO:0001736	solid configuration		
PATO:0001987	saccular		
PATO:0001993	multicellular		
PATO:0002078	hollow		
PATO:0002255	grooved		
PATO:0002299	tubular		
PATO:0002444	null		
PATO:0002507	keratinous		
PATO:0002519	cancellous		
PR:000007499	fibroblast growth factor 8		
PR:000007636	forkhead box protein N1		
PR:000014841	sonic hedgehog protein		
PR:000015557	spondin-1		
PR:000015658	SCO-spondin		
PR:000016283	thyroglobulin		
PR:000027222	calcitonin		
UBERON:0000000	processual entity		
UBERON:0000002	uterine cervix	GO:0000003	reproduction
UBERON:0000003	naris	GO:0007608	sensory perception of smell
UBERON:0000004	olfactory apparatus	GO:0003016|GO:0050906|GO:0007608|GO:0007585	null|detection of stimulus involved in sensory perception|sensory perception of smell|respiratory gaseous exchange
UBERON:0000005	chemosensory organ	GO:0050906|GO:0007606	detection of stimulus involved in sensory perception|sensory perception of chemical stimulus
UBERON:0000006	islet of Langerhans	GO:0030073|GO:0070253|GO:0070091|GO:0050886	insulin secretion|somatostatin secretion|glucagon secretion|endocrine process
UBERON:0000007	pituitary gland	GO:0050877|GO:0060986|GO:0007276|GO:0050886	neurological system process|endocrine hormone secretion|gamete generation|endocrine process
UBERON:0000009	submucosa	GO:0008150	biological_process
UBERON:0000010	peripheral nervous system	GO:0050877	neurological system process
UBERON:0000011	parasympathetic nervous system	GO:0050877	neurological system process
UBERON:0000012	somatic nervous system	GO:0050877	neurological system process
UBERON:0000013	sympathetic nervous system	GO:0050877	neurological system process
UBERON:0000014	zone of skin	GO:0008150	biological_process
UBERON:0000015	anatomical boundary		
UBERON:0000016	endocrine pancreas	GO:0030073|GO:0070253|GO:0070091|GO:0050886	insulin secretion|somatostatin secretion|glucagon secretion|endocrine process
UBERON:0000017	exocrine pancreas	GO:0007586|GO:0050886	digestion|endocrine process
UBERON:0000018	compound eye	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
UBERON:0000019	camera-type eye	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
UBERON:0000020	sense organ	GO:0050906	detection of stimulus involved in sensory perception
UBERON:0000021	cutaneous appendage	GO:0008150	biological_process
UBERON:0000022	feather	GO:0008150	biological_process
UBERON:0000023	wing	GO:0060361	flight
UBERON:0000024	forelimb wing	GO:0060361	flight
UBERON:0000025	tube		
UBERON:0000026	appendage		
UBERON:0000029	lymph node	GO:0002376	immune system process
UBERON:0000030	lamina propria	GO:0070254	mucus secretion
UBERON:0000031	lamina propria of trachea	GO:0003016|GO:0007585|GO:0070254	null|respiratory gaseous exchange|mucus secretion
UBERON:0000033	head		
UBERON:0000035	primary ovarian follicle	GO:0000003	reproduction
UBERON:0000036	secondary ovarian follicle	GO:0000003	reproduction
UBERON:0000037	tertiary ovarian follicle	GO:0000003	reproduction
UBERON:0000038	follicular fluid	GO:0000003	reproduction
UBERON:0000039	follicular antrum	GO:0000003	reproduction
UBERON:0000040	Leydig's organ	GO:0002376	immune system process
UBERON:0000041	odontode scale	GO:0008150	biological_process
UBERON:0000042	serous membrane	GO:0008150	biological_process
UBERON:0000043	tendon		
UBERON:0000044	dorsal root ganglion	GO:0050877	neurological system process
UBERON:0000045	ganglion	GO:0050877	neurological system process
UBERON:0000046	stemma	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
UBERON:0000047	simple eye	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
UBERON:0000048	pinhole eye	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
UBERON:0000049	spherical lensed eye	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
UBERON:0000050	simple eye with multiple lenses	GO:0050906|GO:0009584|GO:0007601	detection of stimulus involved in sensory perception|detection of visible light|visual perception
UBERON:0000051	fornix of vagina	GO:0000003	reproduction
UBERON:0000052	fornix of brain	GO:0050877	neurological system process
